Pallet: "collective", Extrinsic: "set_members", Lowest values: [], Highest values: [], Steps: [50], Repeat: 20
m,n,p,extrinsic_time,storage_root_time
55,100,100,1756747,351947
55,100,100,1750960,352500
55,100,100,1753447,351663
55,100,100,1751820,352293
55,100,100,1746863,350983
55,100,100,1788524,352855
55,100,100,1749133,351839
55,100,100,1746927,382348
56,100,100,1776537,352231
56,100,100,1777740,355147
56,100,100,1774962,353231
56,100,100,1800781,354343
56,100,100,1760490,351771
56,100,100,1777480,353444
56,100,100,1773889,352108
56,100,100,1774471,352432
56,100,100,1779762,352936
56,100,100,1767904,353733
56,100,100,1771437,352209
56,100,100,1769592,352280
56,100,100,1764455,350740
56,100,100,1769591,352868
56,100,100,1773871,352723
56,100,100,1763288,352692
56,100,100,1773958,351320
56,100,100,1773430,354611
56,100,100,1762558,351223
56,100,100,1770591,351922
57,100,100,1790696,353358
57,100,100,1784532,351958
57,100,100,1788886,351700
57,100,100,1791528,352728
57,100,100,1794369,353160
57,100,100,1787639,352897
57,100,100,1800106,352361
57,100,100,1790399,353616
57,100,100,1791628,351620
57,100,100,1789436,351658
57,100,100,1784277,350864
57,100,100,1783122,352355
57,100,100,1788239,351036
57,100,100,1790684,352062
57,100,100,1813544,351702
57,100,100,1815568,351548
57,100,100,1787517,355034
57,100,100,1787160,350108
57,100,100,1780437,350940
57,100,100,1787843,354927
58,100,100,1812926,353128
58,100,100,1809204,355099
58,100,100,1806624,352748
58,100,100,1844714,352670
58,100,100,1817932,352661
58,100,100,1811355,354083
58,100,100,1807782,352946
58,100,100,1807119,353255
58,100,100,1833011,352161
58,100,100,1804076,352430
58,100,100,1802097,352520
58,100,100,1814250,352430
58,100,100,1805339,352474
58,100,100,1812655,354087
58,100,100,1816031,352045
58,100,100,1810593,352322
58,100,100,1837787,353805
58,100,100,1807893,365279
58,100,100,1806994,352190
58,100,100,1802371,350742
59,100,100,1817508,352379
59,100,100,1814487,352590
59,100,100,1818353,354250
59,100,100,1810820,352892
59,100,100,1817895,354005
59,100,100,1817370,352352
59,100,100,1803703,351081
59,100,100,1828647,383240
59,100,100,1818119,352295
59,100,100,1822408,352793
59,100,100,1817373,353223
59,100,100,1803843,353176
59,100,100,1816392,354204
59,100,100,1809472,353715
59,100,100,1812994,354017
59,100,100,1813672,353420
59,100,100,1820344,353541
59,100,100,1825880,352830
59,100,100,1843760,354316
59,100,100,1827177,351198
60,100,100,1831276,355086
60,100,100,1840634,353599
60,100,100,1837789,353841
60,100,100,1826346,353690
60,100,100,1833053,353399
60,100,100,1846517,354839
60,100,100,1842583,353309
60,100,100,1843799,354621
60,100,100,1833378,354181
60,100,100,1829317,353549
60,100,100,1847044,354028
60,100,100,1835098,354814
60,100,100,1826389,354384
60,100,100,1828488,354190
60,100,100,1868142,353695
60,100,100,1830545,352013
60,100,100,1841790,353810
60,100,100,1833242,353909
60,100,100,1851988,352163
60,100,100,1831203,353274
61,100,100,1869992,353922
61,100,100,1861334,352129
61,100,100,1857746,354914
61,100,100,1854817,354249
61,100,100,1853738,354280
61,100,100,1859866,353514
61,100,100,1862258,357440
61,100,100,1855657,353551
61,100,100,1870574,352851
61,100,100,1861682,353911
61,100,100,1863424,352773
61,100,100,1852483,353063
61,100,100,1858884,353832
61,100,100,1857604,356122
61,100,100,1852252,354750
61,100,100,1861670,354657
61,100,100,1854582,353547
61,100,100,1859135,354795
61,100,100,1860954,353679
61,100,100,1859352,354157
62,100,100,1886331,353061
62,100,100,1891248,354816
62,100,100,1886861,354296
62,100,100,1887153,354237
62,100,100,1889720,355060
62,100,100,1893477,354169
62,100,100,1883660,354487
62,100,100,1889975,354933
62,100,100,1884045,352098
62,100,100,1897632,353912
62,100,100,1895972,355221
62,100,100,1891681,353650
62,100,100,1881278,354545
62,100,100,1885084,353258
62,100,100,1892571,354749
62,100,100,1890086,356352
62,100,100,1896041,353521
62,100,100,1898408,354776
62,100,100,1889020,352524
62,100,100,1891151,353992
63,100,100,1909031,354731
63,100,100,1897060,355658
63,100,100,1900804,353600
63,100,100,1906884,354466
63,100,100,1899058,352433
63,100,100,1908957,354714
63,100,100,1906781,358199
63,100,100,1902533,352582
63,100,100,1911263,354307
63,100,100,1932245,352998
63,100,100,1929176,354253
63,100,100,1918467,354991
63,100,100,1904863,357919
63,100,100,1903716,354049
63,100,100,1903507,352988
63,100,100,1889964,354443
63,100,100,1901826,353203
63,100,100,1912899,355213
63,100,100,1899831,357017
63,100,100,1900109,355410
64,100,100,1945747,355613
64,100,100,1949485,355811
64,100,100,1974874,356150
64,100,100,1941240,354419
64,100,100,1945277,352613
64,100,100,1938027,354209
64,100,100,1938515,355228
64,100,100,1941454,355863
64,100,100,1932944,354778
64,100,100,1966032,354367
64,100,100,1955569,355699
64,100,100,1930208,354451
64,100,100,1950498,353223
64,100,100,1946674,354535
64,100,100,1939581,355110
64,100,100,1946792,356195
64,100,100,1943488,355650
64,100,100,1931593,357492
64,100,100,1939545,354941
64,100,100,1937759,356250
65,100,100,1985392,356531
65,100,100,1969555,354136
65,100,100,1983272,354190
65,100,100,1974850,355880
65,100,100,1980339,354634
65,100,100,1982335,355070
65,100,100,1974937,355388
65,100,100,1981323,355600
65,100,100,1977896,353416
65,100,100,2011814,356679
65,100,100,1976137,356456
65,100,100,1982675,354873
65,100,100,1965460,357388
65,100,100,1979494,355434
65,100,100,1976012,356057
65,100,100,1971841,355667
65,100,100,1981536,355720
65,100,100,1969802,353980
65,100,100,1973779,354579
65,100,100,1983136,355370
66,100,100,2004965,356234
66,100,100,2010704,354932
66,100,100,2005844,357033
66,100,100,2001307,356207
66,100,100,2004404,353848
66,100,100,1997440,353881
66,100,100,1997017,354621
66,100,100,2008184,354583
66,100,100,1993017,355459
66,100,100,2006503,355372
66,100,100,2002844,354938
66,100,100,2003950,355250
66,100,100,2001889,355367
66,100,100,1999946,355445
66,100,100,2003468,356162
66,100,100,2002666,354379
66,100,100,2002996,353466
66,100,100,2009735,355536
66,100,100,1996009,356331
66,100,100,1990748,356899
67,100,100,2010783,353807
67,100,100,2015421,354510
67,100,100,2059739,356087
67,100,100,2014143,355032
67,100,100,2004255,359368
67,100,100,2011417,353825
67,100,100,2016914,355112
67,100,100,2009554,355991
67,100,100,2017826,354342
67,100,100,2019725,354282
67,100,100,2000210,357329
67,100,100,2009453,355822
67,100,100,2008962,354186
67,100,100,2012413,354992
67,100,100,2035701,355865
67,100,100,2008415,357701
67,100,100,2018863,356409
67,100,100,2013739,354193
67,100,100,2008543,355516
67,100,100,2017771,354745
68,100,100,2045339,355653
68,100,100,2032620,355664
68,100,100,2035307,357870
68,100,100,2048346,356136
68,100,100,2039474,357386
68,100,100,2032984,352687
68,100,100,2045030,354444
68,100,100,2046780,355467
68,100,100,2046742,355402
68,100,100,2043520,354875
68,100,100,2036750,355511
68,100,100,2033010,356682
68,100,100,2044931,356648
68,100,100,2047712,356442
68,100,100,2067472,355761
68,100,100,2040286,356509
68,100,100,2048596,357401
68,100,100,2048488,355565
68,100,100,2042493,355539
68,100,100,2037042,385968
69,100,100,2060544,354710
69,100,100,2060452,354704
69,100,100,2052454,356463
69,100,100,2058381,355295
69,100,100,2059037,355869
69,100,100,2051739,356320
69,100,100,2057476,386708
69,100,100,2059631,355427
69,100,100,2059826,355717
69,100,100,2056202,354903
69,100,100,2048721,355872
69,100,100,2057945,356515
69,100,100,2066617,354499
69,100,100,2055646,355554
69,100,100,2060026,356176
69,100,100,2066302,355260
69,100,100,2055360,357439
69,100,100,2053087,359736
69,100,100,2052488,358345
69,100,100,2053521,356636
70,100,100,2071986,356304
70,100,100,2064516,354767
70,100,100,2071212,354745
70,100,100,2069385,356208
70,100,100,2068790,358211
70,100,100,2074472,355984
70,100,100,2072035,355811
70,100,100,2074851,354962
70,100,100,2081962,355215
70,100,100,2062384,353918
70,100,100,2065269,355917
70,100,100,2067824,355597
70,100,100,2075046,355623
70,100,100,2069936,356165
70,100,100,2081901,357199
70,100,100,2082723,356097
70,100,100,2074047,356162
70,100,100,2077530,356181
70,100,100,2077395,357545
70,100,100,2075581,356204
71,100,100,2096083,354445
71,100,100,2083797,355771
71,100,100,2090763,356959
71,100,100,2077134,354939
71,100,100,2088956,355701
71,100,100,2079077,356717
71,100,100,2084939,356405
71,100,100,2076083,353223
71,100,100,2086520,356628
71,100,100,2078722,355028
71,100,100,2090358,355469
71,100,100,2091205,354407
71,100,100,2089246,355976
71,100,100,2093069,356179
71,100,100,2088343,356264
71,100,100,2077593,355901
71,100,100,2094019,357414
71,100,100,2083683,354727
71,100,100,2088320,356278
71,100,100,2082739,355800
72,100,100,2115916,356363
72,100,100,2103641,355481
72,100,100,2102357,356673
72,100,100,2098164,353972
72,100,100,2109000,355427
72,100,100,2113515,355237
72,100,100,2108488,358949
72,100,100,2089103,358954
72,100,100,2102775,356455
72,100,100,2104039,356061
72,100,100,2106100,354689
72,100,100,2099939,354521
72,100,100,2103777,354863
72,100,100,2115366,355325
72,100,100,2099720,355285
72,100,100,2100764,355219
72,100,100,2111756,357506
72,100,100,2266314,354702
72,100,100,2100662,354304
72,100,100,2142009,356176
73,100,100,2135309,358360
73,100,100,2123010,355656
73,100,100,2134028,354483
73,100,100,2125817,354428
73,100,100,2135056,357975
73,100,100,2132159,356884
73,100,100,2129671,356599
73,100,100,2127181,355937
73,100,100,2126171,387445
73,100,100,2125749,355855
73,100,100,2128221,355295
73,100,100,2130814,357159
73,100,100,2131621,355491
73,100,100,2140170,356708
73,100,100,2139709,358961
73,100,100,2138431,356126
73,100,100,2125923,356006
73,100,100,2132726,359280
73,100,100,2133499,356809
73,100,100,2125519,354431
74,100,100,2157408,357306
74,100,100,2161147,355729
74,100,100,2156409,354596
74,100,100,2159446,361620
74,100,100,2164095,355292
74,100,100,2158975,354411
74,100,100,2152499,356227
74,100,100,2150423,356127
74,100,100,2158663,355368
74,100,100,2155344,357283
74,100,100,2153745,357284
74,100,100,2162195,356645
74,100,100,2156061,357166
74,100,100,2171084,357542
74,100,100,2162712,355873
74,100,100,2167768,356636
74,100,100,2154807,356755
74,100,100,2163707,353799
74,100,100,2161801,357057
74,100,100,2158632,356114
75,100,100,2177879,355288
75,100,100,2173450,356834
75,100,100,2210731,356231
75,100,100,2181194,356144
75,100,100,2188159,355971
75,100,100,2172310,356300
75,100,100,2178822,354262
75,100,100,2182322,356345
75,100,100,2184836,358642
75,100,100,2175713,354816
75,100,100,2189095,356332
75,100,100,2181549,355252
75,100,100,2242767,355140
75,100,100,2182987,356392
75,100,100,2178428,356477
75,100,100,2180693,356291
75,100,100,2215025,354437
75,100,100,2182952,355500
75,100,100,2181237,359291
75,100,100,2188285,357215
76,100,100,2208031,355866
76,100,100,2199839,356227
76,100,100,2203574,353836
76,100,100,2205970,358215
76,100,100,2199571,356170
76,100,100,2202159,355681
76,100,100,2210789,358077
76,100,100,2207226,356008
76,100,100,2209617,355686
76,100,100,2198537,355127
76,100,100,2211041,354128
76,100,100,2234817,355469
76,100,100,2207031,358104
76,100,100,2194397,353888
76,100,100,2201789,357130
76,100,100,2232135,354589
76,100,100,2203978,355706
76,100,100,2207340,357856
76,100,100,2204390,356476
76,100,100,2202276,355478
77,100,100,2227707,357035
77,100,100,2232799,355781
77,100,100,2223463,356141
77,100,100,2230188,358107
77,100,100,2223806,355036
77,100,100,2215029,356175
77,100,100,2227485,356003
77,100,100,2225422,357742
77,100,100,2234537,357012
77,100,100,2217518,355669
77,100,100,2263806,356595
77,100,100,2230602,356944
77,100,100,2231410,355980
77,100,100,2223615,357355
77,100,100,2259661,355172
77,100,100,2223666,355798
77,100,100,2222817,360666
77,100,100,2224142,357073
77,100,100,2234199,357256
77,100,100,2231387,357308
78,100,100,2260120,354820
78,100,100,2257042,354375
78,100,100,2244808,357436
78,100,100,2246083,357128
78,100,100,2284288,353893
78,100,100,2255361,358333
78,100,100,2254641,355439
78,100,100,2254841,356048
78,100,100,2255442,357529
78,100,100,2243703,355370
78,100,100,2258209,353510
78,100,100,2254433,355427
78,100,100,2252039,357862
78,100,100,2252026,355638
78,100,100,2259488,356393
78,100,100,2253049,357325
78,100,100,2279969,355613
78,100,100,2262576,355745
78,100,100,2262743,355217
78,100,100,2249933,356674
79,100,100,2273840,358693
79,100,100,2269358,353145
79,100,100,2265611,355771
79,100,100,2268838,357249
79,100,100,2265560,355929
79,100,100,2268413,355303
79,100,100,2263525,357360
79,100,100,2271219,356995
79,100,100,2271271,358074
79,100,100,2262984,356616
79,100,100,2262939,356711
79,100,100,2262387,357031
79,100,100,2263309,356610
79,100,100,2270377,355271
79,100,100,2269569,356058
79,100,100,2270600,358273
79,100,100,2270854,357056
79,100,100,2270383,358116
79,100,100,2266870,360053
79,100,100,2267982,359990
80,100,100,2278539,356229
80,100,100,2313216,357641
80,100,100,2275381,356464
80,100,100,2279505,357733
80,100,100,2281716,359053
80,100,100,2281486,356615
80,100,100,2282309,356963
80,100,100,2273318,360524
80,100,100,2262699,354801
80,100,100,2279650,357266
80,100,100,2279842,359394
80,100,100,2280721,358265
80,100,100,2275500,356662
80,100,100,2264220,356512
80,100,100,2291752,357129
80,100,100,2284473,356215
80,100,100,2280997,354277
80,100,100,2280562,356250
80,100,100,2264244,356169
80,100,100,2284739,357376
81,100,100,2286311,358207
81,100,100,2291712,354610
81,100,100,2305971,356546
81,100,100,2309105,358271
81,100,100,2307349,356064
81,100,100,2326358,356126
81,100,100,2297218,355916
81,100,100,2291543,355783
81,100,100,2292505,356331
81,100,100,2286480,356776
81,100,100,2295727,356097
81,100,100,2293793,357262
81,100,100,2299319,357347
81,100,100,2294657,355853
81,100,100,2299569,357189
81,100,100,2299505,355555
81,100,100,2292387,357348
81,100,100,2300063,356347
81,100,100,2305122,357376
81,100,100,2291678,357347
82,100,100,2328744,359406
82,100,100,2310350,357940
82,100,100,2314528,358368
82,100,100,2314953,355673
82,100,100,2320103,357036
82,100,100,2320504,358829
82,100,100,2325500,356152
82,100,100,2310430,356169
82,100,100,2320656,359368
82,100,100,2327832,355756
82,100,100,2314886,356011
82,100,100,2322444,359901
82,100,100,2303417,355628
82,100,100,2320852,356074
82,100,100,2310813,355861
82,100,100,2325037,355478
82,100,100,2314601,360436
82,100,100,2310931,357217
82,100,100,2344936,389056
82,100,100,2304875,358353
83,100,100,2351706,359759
83,100,100,2353160,357693
83,100,100,2361428,358136
83,100,100,2343695,356575
83,100,100,2355400,357077
83,100,100,2353029,356847
83,100,100,2355421,358890
83,100,100,2354250,356983
83,100,100,2341816,359116
83,100,100,2354815,355843
83,100,100,2348883,357781
83,100,100,2350220,357577
83,100,100,2377891,358431
83,100,100,2342709,356135
83,100,100,2340748,357806
83,100,100,2348302,357679
83,100,100,2344930,355506
83,100,100,2344924,356549
83,100,100,2346253,357375
83,100,100,2337308,359440
84,100,100,2365003,354832
84,100,100,2365035,358698
84,100,100,2365190,356699
84,100,100,2360044,355080
84,100,100,2369650,358722
84,100,100,2366673,359631
84,100,100,2370888,357164
84,100,100,2365274,361111
84,100,100,2366712,356288
84,100,100,2368811,358063
84,100,100,2364921,357910
84,100,100,2374555,356563
84,100,100,2366314,358071
84,100,100,2364089,357549
84,100,100,2408201,358417
84,100,100,2367146,358652
84,100,100,2367317,359421
84,100,100,2367139,355472
84,100,100,2374211,356469
84,100,100,2367349,355989
85,100,100,2378365,359438
85,100,100,2412023,358682
85,100,100,2386354,357330
85,100,100,2379226,359899
85,100,100,2382320,355784
85,100,100,2395677,358086
85,100,100,2375729,359790
85,100,100,2372295,357818
85,100,100,2377724,355534
85,100,100,2380242,356040
85,100,100,2384182,357158
85,100,100,2383138,358192
85,100,100,2376495,357291
85,100,100,2385694,356028
85,100,100,2373747,359063
85,100,100,2379786,356036
85,100,100,2380425,356887
85,100,100,2386960,356897
85,100,100,2370706,356945
85,100,100,2382982,358191
86,100,100,2410613,356753
86,100,100,2405833,357724
86,100,100,2405470,356850
86,100,100,2400197,359474
86,100,100,2407619,357715
86,100,100,2407265,357062
86,100,100,2415274,357935
86,100,100,2408531,359132
86,100,100,2401504,358017
86,100,100,2402549,356658
86,100,100,2407233,356692
86,100,100,2405014,356929
86,100,100,2415430,356345
86,100,100,2413260,356145
86,100,100,2389970,356232
86,100,100,2398236,360765
86,100,100,2400218,357743
86,100,100,2404989,358067
86,100,100,2409159,357590
86,100,100,2402500,356882
87,100,100,2428443,358335
87,100,100,2417191,356181
87,100,100,2428383,355559
87,100,100,2416370,358762
87,100,100,2425126,356457
87,100,100,2410774,357257
87,100,100,2426761,358072
87,100,100,2424962,359288
87,100,100,2409440,356876
87,100,100,2417823,359757
87,100,100,2428798,356050
87,100,100,2422536,357857
87,100,100,2423553,357527
87,100,100,2423664,357919
87,100,100,2430894,357780
87,100,100,2426447,358999
87,100,100,2426206,357413
87,100,100,2419633,355807
87,100,100,2425164,357812
87,100,100,2414110,357499
88,100,100,2441509,357096
88,100,100,2443601,358275
88,100,100,2437843,359481
88,100,100,2435942,357615
88,100,100,2440537,358842
88,100,100,2435398,357791
88,100,100,2437195,357751
88,100,100,2432108,357305
88,100,100,2437134,357272
88,100,100,2445245,357175
88,100,100,2434643,356962
88,100,100,2441681,357491
88,100,100,2437688,358099
88,100,100,2440689,357386
88,100,100,2439428,355152
88,100,100,2440245,357105
88,100,100,2448255,359311
88,100,100,2441089,356157
88,100,100,2441815,358462
88,100,100,2427539,364430
89,100,100,2473254,359394
89,100,100,2458317,357023
89,100,100,2471666,357685
89,100,100,2463023,357007
89,100,100,2468330,357396
89,100,100,2471554,356716
89,100,100,2460488,356982
89,100,100,2495712,357513
89,100,100,2476668,357459
89,100,100,2480232,358764
89,100,100,2464007,357595
89,100,100,2468854,361420
89,100,100,2466074,356737
89,100,100,2475953,358467
89,100,100,2464387,357577
89,100,100,2463440,361403
89,100,100,2458548,362013
89,100,100,2466191,359490
89,100,100,2472674,356583
89,100,100,2472698,357563
90,100,100,2494557,361441
90,100,100,2497393,359621
90,100,100,2490283,358609
90,100,100,2497526,360521
90,100,100,2670887,358589
90,100,100,2491115,361489
90,100,100,2509532,359257
90,100,100,2505232,356581
90,100,100,2491362,358589
90,100,100,2532865,358404
90,100,100,2496600,357971
90,100,100,2495446,357235
90,100,100,2495022,358118
90,100,100,2494379,356574
90,100,100,2499054,357633
90,100,100,2481278,359670
90,100,100,2492368,357232
90,100,100,2496736,357015
90,100,100,2498468,357106
90,100,100,2518415,358616
91,100,100,2501630,358470
91,100,100,2507670,358354
91,100,100,2515032,357877
91,100,100,2514531,357648
91,100,100,2524728,359245
91,100,100,2507115,357479
91,100,100,2510099,357166
91,100,100,2516370,360658
91,100,100,2508271,357931
91,100,100,2506108,358907
91,100,100,2503752,358623
91,100,100,2516100,357186
91,100,100,2526384,359264
91,100,100,2510153,357505
91,100,100,2519373,358922
91,100,100,2507178,358158
91,100,100,2502142,357617
91,100,100,2517365,358399
91,100,100,2507974,361763
91,100,100,2509885,359862
92,100,100,2537979,358480
92,100,100,2534269,358184
92,100,100,2531873,358662
92,100,100,2526517,359185
92,100,100,2520611,358757
92,100,100,2521304,359320
92,100,100,2565580,359421
92,100,100,2530526,358345
92,100,100,2525788,356881
92,100,100,2559679,360334
92,100,100,2526482,357784
92,100,100,2528321,358886
92,100,100,2526421,357511
92,100,100,2526744,358609
92,100,100,2532234,356198
92,100,100,2529965,357934
92,100,100,2539326,360105
92,100,100,2524938,359329
92,100,100,2530937,360141
92,100,100,2526897,357494
93,100,100,2539753,358380
93,100,100,2538449,356793
93,100,100,2557441,358989
93,100,100,2536262,359562
93,100,100,2557725,359536
93,100,100,2542122,358041
93,100,100,2549161,358936
93,100,100,2570810,358534
93,100,100,2549606,359379
93,100,100,2543654,358937
93,100,100,2557711,358215
93,100,100,2543420,360053
93,100,100,2542022,359085
93,100,100,2545309,357764
93,100,100,2536325,360130
93,100,100,2538639,359980
93,100,100,2536336,357402
93,100,100,2542585,358720
93,100,100,2533032,357448
93,100,100,2538622,358584
94,100,100,2563159,358933
94,100,100,2566125,356266
94,100,100,2562133,359035
94,100,100,2556132,359615
94,100,100,2554659,358606
94,100,100,2564540,360092
94,100,100,2554680,359463
94,100,100,2573374,356656
94,100,100,2565611,358252
94,100,100,2572110,359719
94,100,100,2551381,357074
94,100,100,2558416,357959
94,100,100,2568520,358078
94,100,100,2562454,360077
94,100,100,2550014,360536
94,100,100,2566062,360363
94,100,100,2564208,359613
94,100,100,2556772,359592
94,100,100,2566233,361536
94,100,100,2554122,358776
95,100,100,2585742,359965
95,100,100,2582874,359092
95,100,100,2590235,359833
95,100,100,2582721,358727
95,100,100,2580421,358762
95,100,100,2589053,359222
95,100,100,2591251,357532
95,100,100,2583562,362326
95,100,100,2582476,358185
95,100,100,2588577,357049
95,100,100,2595157,357729
95,100,100,2583933,358662
95,100,100,2584471,357028
95,100,100,2577859,358350
95,100,100,2584035,358752
95,100,100,2582876,358183
95,100,100,2593917,359583
95,100,100,2589159,359005
95,100,100,2567663,361865
95,100,100,2583574,358922
96,100,100,2614000,358518
96,100,100,2687694,358504
96,100,100,2619093,358394
96,100,100,2677378,363678
96,100,100,2625537,358425
96,100,100,2611116,359278
96,100,100,2606581,358123
96,100,100,2615756,360772
96,100,100,2617929,357051
96,100,100,2612549,356696
96,100,100,2625643,356952
96,100,100,2617759,358963
96,100,100,2616938,359634
96,100,100,2621301,363528
96,100,100,2613575,358329
96,100,100,2610646,356958
96,100,100,2609571,358288
96,100,100,2622190,358346
96,100,100,2618380,359283
96,100,100,2613451,361771
97,100,100,2628326,357775
97,100,100,2635423,359649
97,100,100,2658887,357840
97,100,100,2646631,358819
97,100,100,2651620,359585
97,100,100,2651302,359570
97,100,100,2643790,359235
97,100,100,2639711,358831
97,100,100,2634456,359794
97,100,100,2639743,357584
97,100,100,2632320,358572
97,100,100,2656151,358664
97,100,100,2651492,357939
97,100,100,2679884,358449
97,100,100,2640808,358530
97,100,100,2652723,360558
97,100,100,2641621,357393
97,100,100,2669297,359927
97,100,100,2646006,360230
97,100,100,2641781,358305
98,100,100,2653936,359856
98,100,100,2644698,362667
98,100,100,2642344,360985
98,100,100,2679230,358715
98,100,100,2652982,360233
98,100,100,2648136,359086
98,100,100,2653266,359663
98,100,100,2651964,358583
98,100,100,2662852,361633
98,100,100,2639045,359093
98,100,100,2656970,360502
98,100,100,2686043,357333
98,100,100,2649010,391282
98,100,100,2677668,360061
98,100,100,2643057,359264
98,100,100,2646210,358040
98,100,100,2661160,360774
98,100,100,2657378,360447
98,100,100,2648017,361075
98,100,100,2656184,360966
99,100,100,2682980,359008
99,100,100,2678245,358424
99,100,100,2686453,358143
99,100,100,2683428,360231
99,100,100,2694578,358781
99,100,100,2684319,357648
99,100,100,2675000,359308
99,100,100,2680871,360290
99,100,100,2683996,360071
99,100,100,2689320,361847
99,100,100,2675305,359545
99,100,100,2689194,360724
99,100,100,2719590,360512
99,100,100,2679900,357397
99,100,100,2678407,358041
99,100,100,2679056,358693
99,100,100,2693317,358151
99,100,100,2670632,360603
99,100,100,2687460,358850
99,100,100,2677605,359081
100,100,100,2712909,363228
100,100,100,2693414,360797
100,100,100,2698155,359863
100,100,100,2697689,361329
100,100,100,2688608,359194
100,100,100,2677603,359648
100,100,100,2693526,359272
100,100,100,2705994,360609
100,100,100,2698543,360423
100,100,100,2698112,360283
100,100,100,2721012,359054
100,100,100,2696136,360747
100,100,100,2690023,359919
100,100,100,2692612,359334
100,100,100,2688979,359038
100,100,100,2702745,357159
100,100,100,2706267,359414
100,100,100,2701662,360069
100,100,100,2700020,360650
100,100,100,2686624,361926
100,1,100,2671819,355981
100,1,100,2670863,384371
100,1,100,2676174,356235
100,1,100,2675221,357923
100,1,100,2670128,355335
100,1,100,2681188,359041
100,1,100,2683314,355654
100,1,100,2680520,356707
100,1,100,2682209,357172
100,1,100,2680355,356397
100,1,100,2676257,356720
100,1,100,2685337,356086
100,1,100,2676248,355344
100,1,100,2708645,358149
100,1,100,2674065,356386
100,1,100,2686111,356354
100,1,100,2678062,356065
100,1,100,2680487,356545
100,1,100,2683735,355310
100,1,100,2673468,356249
100,2,100,2677559,356026
100,2,100,2692502,356402
100,2,100,2669375,356321
100,2,100,2692984,354321
100,2,100,2674265,356444
100,2,100,2686928,357118
100,2,100,2685445,356796
100,2,100,2680167,355384
100,2,100,2681141,356764
100,2,100,2702574,356090
100,2,100,2704629,357055
100,2,100,2661818,357219
100,2,100,2670958,353482
100,2,100,2676374,355951
100,2,100,2673545,359150
100,2,100,2677469,357154
100,2,100,2679868,358047
100,2,100,2675604,359431
100,2,100,2674497,359437
100,2,100,2677577,354638
100,3,100,2675032,356023
100,3,100,2673813,356046
100,3,100,2676514,356120
100,3,100,2677393,355280
100,3,100,2680205,356154
100,3,100,2678329,356651
100,3,100,2674147,356241
100,3,100,2672788,356126
100,3,100,2676954,356756
100,3,100,2675925,358260
100,3,100,2680629,356889
100,3,100,2676337,356416
100,3,100,2670818,357153
100,3,100,2671972,353973
100,3,100,2679889,357318
100,3,100,2679833,356363
100,3,100,2687501,354780
100,3,100,2684942,356094
100,3,100,2669581,356191
100,3,100,2675680,356614
100,4,100,2680617,356901
100,4,100,2679784,384118
100,4,100,2678557,357566
100,4,100,2705092,355206
100,4,100,2678210,355284
100,4,100,2689389,357400
100,4,100,2674065,357492
100,4,100,2681734,355370
100,4,100,2667785,359273
100,4,100,2677075,359048
100,4,100,2674413,358777
100,4,100,2671094,355661
100,4,100,2681078,355903
100,4,100,2677193,356929
100,4,100,2678449,355988
100,4,100,2667783,356132
100,4,100,2676735,355657
100,4,100,2672214,354978
100,4,100,2680134,356502
100,4,100,2677697,357891
100,5,100,2678572,357960
100,5,100,2682293,356098
100,5,100,2678778,355511
100,5,100,2681204,354076
100,5,100,2677142,356640
100,5,100,2677542,356223
100,5,100,2684404,355322
100,5,100,2667465,356633
100,5,100,2678880,356783
100,5,100,2681753,356071
100,5,100,2670992,359768
100,5,100,2681285,356238
100,5,100,2686267,356098
100,5,100,2678929,355138
100,5,100,2683172,387860
100,5,100,2684315,358750
100,5,100,2678362,357003
100,5,100,2690271,356067
100,5,100,2689110,359231
100,5,100,2685428,355884
100,6,100,2679321,357378
100,6,100,2679084,356371
100,6,100,2685694,356873
100,6,100,2675778,355292
100,6,100,2685424,356645
100,6,100,2676566,355577
100,6,100,2669711,357909
100,6,100,2673839,357663
100,6,100,2677910,357540
100,6,100,2679924,357097
100,6,100,2709134,356681
100,6,100,2682046,354362
100,6,100,2670601,356587
100,6,100,2683760,356845
100,6,100,2687822,356912
100,6,100,2678704,355874
100,6,100,2709870,355086
100,6,100,2667171,357366
100,6,100,2685326,355523
100,6,100,2680861,356402
100,7,100,2666614,356006
100,7,100,2674819,357752
100,7,100,2680549,356444
100,7,100,2686098,356782
100,7,100,2672369,355819
100,7,100,2709576,358226
100,7,100,2669732,356565
100,7,100,2677554,356031
100,7,100,2670544,357177
100,7,100,2678773,355312
100,7,100,2692827,356165
100,7,100,2678183,357341
100,7,100,2687195,357117
100,7,100,2677375,356153
100,7,100,2684735,357356
100,7,100,2719354,355236
100,7,100,2711342,355728
100,7,100,2688642,355768
100,7,100,2689649,357597
100,7,100,2689576,356961
100,8,100,2688614,355690
100,8,100,2688577,357678
100,8,100,2677144,356947
100,8,100,2719959,355308
100,8,100,2697393,355570
100,8,100,2676285,356176
100,8,100,2691473,355935
100,8,100,2684849,356890
100,8,100,2684367,357273
100,8,100,2690759,356402
100,8,100,2682951,357524
100,8,100,2679413,356825
100,8,100,2681643,355906
100,8,100,2691127,355884
100,8,100,2671258,355564
100,8,100,2676450,356112
100,8,100,2713014,357040
100,8,100,2671436,355895
100,8,100,2675475,357716
100,8,100,2709323,356746
100,9,100,2688706,355965
100,9,100,2678639,354100
100,9,100,2693726,355738
